Date;Time;Val;INV2+3;INV3;;TOTAL;
15/10/24;19:45:00;1,709;0;0;0;1,709;0
15/10/24;20:00:00;2,615;0;0;0;2,615;0
15/10/24;20:15:00;2,444;0;0;0;2,444;0
15/10/24;20:30:00;2,48;0;0;0;2,48;0
15/10/24;20:45:00;2,067;0;0;0;2,067;0
15/10/24;21:00:00;2,207;0;0;0;2,207;0
15/10/24;21:15:00;2,2485;0;0;0;2,2485;0
15/10/24;21:30:00;1,9615;0;0;0;1,9615;0
15/10/24;21:45:00;1,72;0;0;0;1,72;0
15/10/24;22:00:00;1,581;0;0;0;1,581;0
15/10/24;22:15:00;1,7455;0;0;0;1,7455;0
15/10/24;22:30:00;1,6465;0;0;0;1,6465;0
15/10/24;22:45:00;1,8505;0;0;0;1,8505;0
15/10/24;23:00:00;1,8565;0;0;0;1,8565;0
15/10/24;23:15:00;1,7085;0;0;0;1,7085;0
15/10/24;23:30:00;1,6605;0;0;0;1,6605;0
15/10/24;23:45:00;1,773;0;0;0;1,773;0
16/10/24;0:00:00;1,599;0;0;0;1,599;0
16/10/24;0:15:00;1,803;0;0;0;1,803;0
16/10/24;0:30:00;1,603;0;0;0;1,603;0
16/10/24;0:45:00;1,819;0;0;0;1,819;0
16/10/24;1:00:00;1,823;0;0;0;1,823;0
16/10/24;1:15:00;2,0335;0;0;0;2,0335;0
16/10/24;1:30:00;1,8135;0;0;0;1,8135;0
16/10/24;1:45:00;1,892;0;0;0;1,892;0
16/10/24;2:00:00;1,858;0;0;0;1,858;0
16/10/24;2:15:00;2,3335;0;0;0;2,3335;0
16/10/24;2:30:00;2,1925;0;0;0;2,1925;0
16/10/24;2:45:00;2,1105;0;0;0;2,1105;0
16/10/24;3:00:00;2,0515;0;0;0;2,0515;0
16/10/24;3:15:00;2,1785;0;0;0;2,1785;0
16/10/24;3:30:00;2,0255;0;0;0;2,0255;0
16/10/24;3:45:00;1,9315;0;0;0;1,9315;0
16/10/24;4:00:00;1,8685;0;0;0;1,8685;0
16/10/24;4:15:00;1,5585;0;0;0;1,5585;0
16/10/24;4:30:00;1,8165;0;0;0;1,8165;0
16/10/24;4:45:00;1,583;0;0;0;1,583;0
16/10/24;5:00:00;1,733;0;0;0;1,733;0
16/10/24;5:15:00;1,6515;0;0;0;1,6515;0
16/10/24;5:30:00;2,9305;0;0;0;2,9305;0
16/10/24;5:45:00;6,243;0;0;0;6,243;0
16/10/24;6:00:00;18,515;0;0;0;18,515;0
16/10/24;6:15:00;28,3985;0;0;0;28,3985;0
16/10/24;6:30:00;38,4615;0;0;0;38,4615;0
16/10/24;6:45:00;40,902;0;0;0;40,902;0
16/10/24;7:00:00;41,09;0;0;0;41,09;0
16/10/24;7:15:00;38,5625;0;0;0;38,5625;0
16/10/24;7:30:00;36,8325;0;0;0;36,8325;0
16/10/24;7:45:00;42,3685;0;0;0;42,3685;0
16/10/24;8:00:00;40,4205;0;0;0;40,4195;0,001
16/10/24;8:15:00;42,3385;0;0,093833333;0,093833333;42,3385;0
16/10/24;8:30:00;41,5305;0;0,123416667;0,123416667;41,5305;0
16/10/24;8:45:00;42,2505;0;0,225416667;0,225416667;42,2505;0
16/10/24;9:00:00;39,6455;0,007;0,311;0,318;39,6525;-0,007
16/10/24;9:15:00;36,4705;0,1775;0,110916667;0,288416667;36,648;-0,1775
16/10/24;9:30:00;40,9005;0,237;0,2155;0,4525;41,209;-0,3085
16/10/24;9:45:00;41,389;0,513;0,446833333;0,959833333;41,902;-0,513
16/10/24;10:00:00;31,647;0,399;0,446833333;0,845833333;32,253;-0,606
16/10/24;10:15:00;29,3845;0,331;0,962083333;1,293083333;29,7155;-0,331
16/10/24;10:30:00;34,7855;0,286;0,84575;1,13175;35,1705;-0,385
16/10/24;10:45:00;39,6635;0,9205;0,65725;1,57775;40,584;-0,9205
16/10/24;11:00:00;41,0115;0,998;1,754416667;2,752416667;42,317;-1,3055
16/10/24;11:15:00;43,8215;1,929;1,30425;3,23325;45,7505;-1,929
16/10/24;11:30:00;39,9925;1,641;1,80575;3,44675;42,1295;-2,137
16/10/24;11:45:00;39,3725;3,2815;1,680416667;4,961916667;42,654;-3,2815
16/10/24;12:00:00;37,4585;2,143;1,974583333;4,117583333;41,53;-4,0715
16/10/24;12:15:00;36,969;3,1455;2,304833333;5,450333333;40,1145;-3,1455
16/10/24;12:30:00;31,496;2,569;2,698666667;5,267666667;35,2545;-3,7585
16/10/24;12:45:00;36,5075;3,732;5,1455;8,8775;40,2395;-3,732
16/10/24;13:00:00;38,8625;2,569;5,32075;7,88975;42,6935;-3,831
16/10/24;13:15:00;34;4,554;4,489166667;9,043166667;38,554;-4,554
16/10/24;13:30:00;25,566;3,504;5,768583333;9,272583333;30,79;-5,224
16/10/24;13:45:00;6,624;6,5685;5,572916667;12,14141667;13,1925;-6,5685
16/10/24;14:00:00;3,453;8,704;5,534083333;14,23808333;0;3,453
16/10/24;14:15:00;2,3405;10,7035;6,21575;16,91925;0;2,3405
16/10/24;14:30:00;2,4475;7,04;5,235416667;12,27541667;0;2,4475
16/10/24;14:45:00;2,29;11,251;4,995583333;16,24658333;0;2,29
16/10/24;15:00:00;2,052;7,605;3,726416667;11,33141667;0;2,052
16/10/24;15:15:00;2,468;8,1275;4,580166667;12,70766667;0;2,468
16/10/24;15:30:00;2,3;6,83;4,229083333;11,05908333;0;2,3
16/10/24;15:45:00;2,74;10,34;4,084583333;14,42458333;0;2,74
16/10/24;16:00:00;2,602;6,476;4,032;10,508;0;2,602
16/10/24;16:15:00;3,0585;9,224;2,39475;11,61875;0;3,0585
16/10/24;16:30:00;2,6515;5,864;3,606083333;9,470083333;0;2,6515
16/10/24;16:45:00;3,0015;8,939;3,169083333;12,10808333;0;3,0015
16/10/24;17:00:00;2,5605;4,324;2,480833333;6,804833333;0;2,5605
16/10/24;17:15:00;2,964;5,715;1,825166667;7,540166667;8,679;-5,715
16/10/24;17:30:00;2,569;4,888;1,229333333;6,117333333;0;2,569
16/10/24;17:45:00;2,845;6,3725;0,80975;7,18225;0;2,845
16/10/24;18:00:00;2,383;3,167;0,4675;3,6345;0;2,383
16/10/24;18:15:00;2,8915;3,531;0,275333333;3,806333333;6,4225;-3,531
16/10/24;18:30:00;2,2015;1,509;0,099916667;1,608916667;4,6945;-2,493
16/10/24;18:45:00;2,466;1,5175;0,030416667;1,547916667;3,9835;-1,5175
16/10/24;19:00:00;1,658;0,529;0;0,529;2,5825;-0,9245
16/10/24;19:15:00;2,096;0,497;0;0,497;2,593;-0,497
16/10/24;19:30:00;1,21;0,108;0;0,108;1,425;-0,215
16/10/24;19:45:00;1,9565;0,04;0;0,04;1,9965;-0,04
16/10/24;20:00:00;1,6615;0;0;0;1,6615;0
16/10/24;20:15:00;3,023;0;0;0;3,023;0
16/10/24;20:30:00;2,441;0;0;0;2,441;0
16/10/24;20:45:00;2,2135;0;0;0;2,2135;0
16/10/24;21:00:00;2,3105;0;0;0;2,3105;0
16/10/24;21:15:00;2,995;0;0;0;2,995;0
16/10/24;21:30:00;1,816;0;0;0;1,816;0
16/10/24;21:45:00;2,543;0;0;0;2,543;0
16/10/24;22:00:00;2,238;0;0;0;2,238;0
16/10/24;22:15:00;2,2735;0;0;0;2,2735;0
16/10/24;22:30:00;2,3025;0;0;0;2,3025;0
16/10/24;22:45:00;2,822;0;0;0;2,822;0
16/10/24;23:00:00;2,402;0;0;0;2,402;0
16/10/24;23:15:00;2,9245;0;0;0;2,9245;0
16/10/24;23:30:00;2,6435;0;0;0;2,6435;0
16/10/24;23:45:00;2,6395;0;0;0;2,6395;0
17/10/24;0:00:00;2,2525;0;0;0;2,2525;0
17/10/24;0:15:00;3,0565;0;0;0;3,0565;0
17/10/24;0:30:00;2,5335;0;0;0;2,5335;0
17/10/24;0:45:00;2,621;0;0;0;2,621;0
17/10/24;1:00:00;3,275;0;0;0;3,275;0
17/10/24;1:15:00;2,7875;0;0;0;2,7875;0
17/10/24;1:30:00;2,7405;0;0;0;2,7405;0
17/10/24;1:45:00;2,648;0;0;0;2,648;0
17/10/24;2:00:00;3,139;0;0;0;3,139;0
17/10/24;2:15:00;2,664;0;0;0;2,664;0
17/10/24;2:30:00;2,301;0;0;0;2,301;0
17/10/24;2:45:00;3,384;0;0;0;3,384;0
17/10/24;3:00:00;2,851;0;0;0;2,851;0
17/10/24;3:15:00;2,3845;0;0;0;2,3845;0
17/10/24;3:30:00;3,6015;0;0;0;3,6015;0
17/10/24;3:45:00;2,7075;0;0;0;2,7075;0
17/10/24;4:00:00;2,3845;0;0;0;2,3845;0
17/10/24;4:15:00;3,149;0;0;0;3,149;0
17/10/24;4:30:00;2,713;0;0;0;2,713;0
17/10/24;4:45:00;2,6615;0;0;0;2,6615;0
17/10/24;5:00:00;3,0625;0;0;0;3,0625;0
17/10/24;5:15:00;3,0265;0;0;0;3,0265;0
17/10/24;5:30:00;3,6685;0;0;0;3,6685;0
17/10/24;5:45:00;7,1615;0;0;0;7,1615;0
17/10/24;6:00:00;16,4665;0;0;0;16,4665;0
17/10/24;6:15:00;32,5615;0;0;0;32,5615;0
17/10/24;6:30:00;33,3085;0;0;0;33,3085;0
17/10/24;6:45:00;38,1245;0;0;0;38,1245;0
17/10/24;7:00:00;41,3825;0;0;0;41,3825;0
17/10/24;7:15:00;37,3435;0;0;0;37,3435;0
17/10/24;7:30:00;36,9715;0;0;0;36,9715;0
17/10/24;7:45:00;33,1375;0;0;0;33,1375;0
17/10/24;8:00:00;36,2115;0;0;0;36,2115;0
17/10/24;8:15:00;39,2895;0;0;0;39,2895;0
17/10/24;8:30:00;41,4055;0;0;0;41,4055;0
17/10/24;8:45:00;40,394;0;0;0;40,394;0
17/10/24;9:00:00;39,714;0;0;0;39,714;0
17/10/24;9:15:00;43,7325;0;0;0;43,7325;0
17/10/24;9:30:00;40,9075;0;0;0;40,9075;0
17/10/24;9:45:00;35,7175;0;0;0;35,7175;0
17/10/24;10:00:00;35,1955;0;0;0;35,1955;0
17/10/24;10:15:00;32,2135;0;3,2495;3,2495;32,2135;0
17/10/24;10:30:00;34,8975;0;0,63925;0,63925;34,8975;0
17/10/24;10:45:00;35,4015;0;0,897083333;0,897083333;35,4015;0
17/10/24;11:00:00;37,1275;0,8;1,844083333;2,644083333;37,9275;-0,8
17/10/24;11:15:00;39,5445;3,9845;2,185666667;6,170166667;43,529;-3,9845
17/10/24;11:30:00;43,3295;0,919;1,4725;2,3915;44,933;-1,6035
17/10/24;11:45:00;44,0935;3,672;5,315166667;8,987166667;47,7655;-3,672
17/10/24;12:00:00;40,3435;4,23;6,400416667;10,63041667;46,7515;-6,408
17/10/24;12:15:00;42,1005;4,817;6,859833333;11,67683333;46,9175;-4,817
17/10/24;12:30:00;44,2325;3,411;2,100583333;5,511583333;49,0065;-4,774
17/10/24;12:45:00;46,087;10,935;6,239666667;17,17466667;57,022;-10,935
17/10/24;13:00:00;45,477;6,098;6,422833333;12,52083333;55,248;-9,771
17/10/24;13:15:00;38,5;9,6825;5,839583333;15,52208333;48,1825;-9,6825
17/10/24;13:30:00;30,248;4,563;6,753833333;11,31683333;36,4355;-6,1875
17/10/24;13:45:00;6,351;11,2955;3,002166667;14,29766667;17,6465;-11,2955
17/10/24;14:00:00;2,477;8,679;5,901583333;14,58058333;0;2,477
17/10/24;14:15:00;2,5355;12,0905;0,920333333;13,01083333;0;2,5355
17/10/24;14:30:00;2,9735;9,08;4,34;13,42;0;2,9735
17/10/24;14:45:00;2,199;9,4235;5,2995;14,723;0;2,199
17/10/24;15:00:00;2,061;8,195;5,01325;13,20825;0;2,061
17/10/24;15:15:00;2,492;2,636;4,61175;7,24775;5,128;-2,636
17/10/24;15:30:00;2,327;2,598;4,965166667;7,563166667;0;2,327
17/10/24;15:45:00;2,0345;9,7555;3,995166667;13,75066667;0;2,0345
17/10/24;16:00:00;2,5155;6,671;3,6525;10,3235;0;2,5155
17/10/24;16:15:00;1,8185;9,6795;3,568166667;13,24766667;0;1,8185
17/10/24;16:30:00;1,7215;6,513;2,945583333;9,458583333;0;1,7215
17/10/24;16:45:00;2,217;8,2535;1,350083333;9,603583333;0;2,217
17/10/24;17:00:00;1,842;4,927;1,134583333;6,061583333;0;1,842
17/10/24;17:15:00;1,9075;7,1525;0,845083333;7,997583333;0;1,9075
17/10/24;17:30:00;2,1415;3,867;0,795666667;4,662666667;0;2,1415
17/10/24;17:45:00;1,697;3,597;0,468666667;4,065666667;5,294;-3,597
17/10/24;18:00:00;2,229;1,05;0,639666667;1,689666667;4,226;-1,997
17/10/24;18:15:00;2,175;1,856;0,274666667;2,130666667;4,031;-1,856
17/10/24;18:30:00;1,633;0,984;0,08625;1,07025;3,266;-1,633
17/10/24;18:45:00;1,99;1,1685;0,000916667;1,169416667;3,1585;-1,1685
17/10/24;19:00:00;1,905;0,775;0;0,775;3,1535;-1,2485
17/10/24;19:15:00;1,2025;0,4625;0;0,4625;1,665;-0,4625
17/10/24;19:30:00;1,6925;0,076;0;0,076;1,851;-0,1585
17/10/24;19:45:00;2,1925;0,005;0;0,005;2,1975;-0,005
17/10/24;20:00:00;1,9705;0;0;0;1,9705;0
17/10/24;20:15:00;2,9325;0;0;0;2,9325;0
17/10/24;20:30:00;2,9625;0;0;0;2,9625;0
17/10/24;20:45:00;2,508;0;0;0;2,508;0
17/10/24;21:00:00;3,023;0;0;0;3,023;0
17/10/24;21:15:00;2,6455;0;0;0;2,6455;0
17/10/24;21:30:00;2,0765;0;0;0;2,0765;0
17/10/24;21:45:00;2,4445;0;0;0;2,4445;0
17/10/24;22:00:00;2,4705;0;0;0;2,4705;0
17/10/24;22:15:00;2,0315;0;0;0;2,0315;0
17/10/24;22:30:00;2,6755;0;0;0;2,6755;0
17/10/24;22:45:00;2,617;0;0;0;2,617;0
17/10/24;23:00:00;2,04;0;0;0;2,04;0
17/10/24;23:15:00;2,437;0;0;0;2,437;0
17/10/24;23:30:00;2,692;0;0;0;2,692;0
17/10/24;23:45:00;1,998;0;0;0;1,998;0
18/10/24;0:00:00;2,264;0;0;0;2,264;0
18/10/24;0:15:00;2,628;0;0;0;2,628;0
18/10/24;0:30:00;2,229;0;0;0;2,229;0
18/10/24;0:45:00;2,4585;0;0;0;2,4585;0
18/10/24;1:00:00;2,7965;0;0;0;2,7965;0
18/10/24;1:15:00;2,0325;0;0;0;2,0325;0
18/10/24;1:30:00;1,9855;0;0;0;1,9855;0
18/10/24;1:45:00;2,802;0;0;0;2,802;0
18/10/24;2:00:00;2,313;0;0;0;2,313;0
18/10/24;2:15:00;2,0635;0;0;0;2,0635;0
18/10/24;2:30:00;2,5885;0;0;0;2,5885;0
18/10/24;2:45:00;2,431;0;0;0;2,431;0
18/10/24;3:00:00;2,149;0;0;0;2,149;0
18/10/24;3:15:00;2,7515;0;0;0;2,7515;0
18/10/24;3:30:00;2,6495;0;0;0;2,6495;0
18/10/24;3:45:00;2,0025;0;0;0;2,0025;0
18/10/24;4:00:00;2,2925;0;0;0;2,2925;0
18/10/24;4:15:00;2,598;0;0;0;2,599;-0,001
18/10/24;4:30:00;2,154;0;0;0;2,154;0
18/10/24;4:45:00;2,173;0;0;0;2,173;0
18/10/24;5:00:00;2,768;0;0;0;2,768;0
18/10/24;5:15:00;2,0945;0;0;0;2,0945;0
18/10/24;5:30:00;4,3145;0;0;0;4,3145;0
18/10/24;5:45:00;8,105;0;0;0;8,105;0
18/10/24;6:00:00;18,029;0;0;0;18,029;0
18/10/24;6:15:00;35,701;0;0;0;35,701;0
18/10/24;6:30:00;37,627;0;0;0;37,627;0
18/10/24;6:45:00;38,9655;0;0;0;38,9655;0
18/10/24;7:00:00;40,4895;0;0;0;40,4895;0
18/10/24;7:15:00;37,149;0;0;0;37,149;0
18/10/24;7:30:00;35,569;0;0;0;35,569;0
18/10/24;7:45:00;32,909;0;0;0;32,909;0
18/10/24;8:00:00;35,958;0;0;0;35,958;0
18/10/24;8:15:00;41,674;0;0,13325;0,13325;41,674;0
18/10/24;8:30:00;37,977;0;0,33675;0,33675;37,977;0
18/10/24;8:45:00;33,151;0;0,5185;0,5185;33,151;0
18/10/24;9:00:00;32,529;0,068;0,302;0,37;32,597;-0,068
18/10/24;9:15:00;38,7605;0,3585;0,433;0,7915;39,119;-0,3585
18/10/24;9:30:00;35,5985;0,611;0,400416667;1,011416667;36,371;-0,7725
18/10/24;9:45:00;35,1545;0,887;0,233333333;1,120333333;36,0405;-0,886
18/10/24;10:00:00;29,0665;0,482;0,221166667;0,703166667;29,7495;-0,683
18/10/24;10:15:00;29,332;0,8905;0,444666667;1,335166667;30,2225;-0,8905
18/10/24;10:30:00;38,227;0,455;0,442666667;0,897666667;38,9835;-0,7565
18/10/24;10:45:00;40,9365;0,516;0,394833333;0,910833333;41,4525;-0,516
18/10/24;11:00:00;39,7745;0,524;0,506333333;1,030333333;40,4675;-0,693
18/10/24;11:15:00;32,2595;0,8875;0,586916667;1,474416667;33,147;-0,8875
18/10/24;11:30:00;33,5165;0,772;0,548666667;1,320666667;34,58;-1,0635
18/10/24;11:45:00;21,88;0,898;0,7425;1,6405;22,778;-0,898
18/10/24;12:00:00;13,308;0,954;1,64575;2,59975;14,598;-1,29
18/10/24;12:15:00;14,474;1,3615;1,598083333;2,959583333;15,8355;-1,3615
18/10/24;12:30:00;12,061;1,027;3,97575;5,00275;13,4805;-1,4195
18/10/24;12:45:00;12,309;1,877;5,021;6,898;14,186;-1,877
18/10/24;13:00:00;11,916;2,069;5,157833333;7,226833333;14,717;-2,801
18/10/24;13:15:00;10,222;4,8185;4,26625;9,08475;15,0405;-4,8185
18/10/24;13:30:00;9,591;4,882;2,509083333;7,391083333;17,0805;-7,4895
18/10/24;13:45:00;4,8875;7,926;2,50825;10,43425;0;4,8875
18/10/24;14:00:00;2,5665;6,762;3,88225;10,64425;0;2,5665
18/10/24;14:15:00;2,333;7,713;2,830833333;10,54383333;0;2,333
18/10/24;14:30:00;2,18;3,828;2,408916667;6,236916667;0;2,18
18/10/24;14:45:00;2,3675;5,797;2,041333333;7,838333333;0;2,3675
18/10/24;15:00:00;2,0295;5,052;2,211916667;7,263916667;0;2,0295
18/10/24;15:15:00;1,89;5,918;4,770916667;10,68891667;0;1,89
18/10/24;15:30:00;1,913;3,124;3,41025;6,53425;0;1,913
18/10/24;15:45:00;1,7145;4,513;3,86625;8,37925;0;1,7145
18/10/24;16:00:00;1,4815;4,482;1,4575;5,9395;0;1,4815
18/10/24;16:15:00;1,472;9,6395;1,13175;10,77125;0;1,472
18/10/24;16:30:00;1,46;3,944;0,270583333;4,214583333;0;1,46
18/10/24;16:45:00;1,4415;5,4645;0,533166667;5,997666667;0;1,4415
18/10/24;17:00:00;1,4605;1,726;0,460166667;2,186166667;4,556;-3,0955
18/10/24;17:15:00;1,4595;2,024;0,302916667;2,326916667;3,4835;-2,024
18/10/24;17:30:00;1,4345;0,662;0,335416667;0,997416667;2,5335;-1,099
18/10/24;17:45:00;1,5415;0,941;0,344833333;1,285833333;2,4825;-0,941
18/10/24;18:00:00;1,3555;0,362;0,297583333;0,659583333;1,9835;-0,628
18/10/24;18:15:00;1,562;0,6535;0,12825;0,78175;2,2155;-0,6535
18/10/24;18:30:00;1,287;0,483;0,038;0,521;2,0065;-0,7195
18/10/24;18:45:00;1,4715;0,71;0;0,71;2,1815;-0,71
18/10/24;19:00:00;1,3265;0,327;0;0,327;1,8715;-0,545
18/10/24;19:15:00;1,2725;0,2575;0;0,2575;1,53;-0,2575
18/10/24;19:30:00;0,9975;0,015;0;0,015;1,082;-0,0845
18/10/24;19:45:00;1,4765;0;0;0;1,4765;0
18/10/24;20:00:00;2,3935;0;0;0;2,3935;0
18/10/24;20:15:00;2,56;0;0;0;2,56;0
18/10/24;20:30:00;2,013;0;0;0;2,013;0
18/10/24;20:45:00;2,2165;0;0;0;2,2165;0
18/10/24;21:00:00;2,0055;0;0;0;2,0055;0
18/10/24;21:15:00;2,376;0;0;0;2,376;0
18/10/24;21:30:00;2,022;0;0;0;2,022;0
18/10/24;21:45:00;2,058;0;0;0;2,058;0
18/10/24;22:00:00;2,087;0;0;0;2,087;0
18/10/24;22:15:00;1,8945;0;0;0;1,8945;0
18/10/24;22:30:00;2,1225;0;0;0;2,1225;0
18/10/24;22:45:00;2,285;0;0;0;2,285;0
18/10/24;23:00:00;2;0;0;0;2;0
18/10/24;23:15:00;2,187;0;0;0;2,187;0
18/10/24;23:30:00;1,916;0;0;0;1,916;0
18/10/24;23:45:00;2,122;0;0;0;2,122;0
19/10/24;0:00:00;1,575;0;0;0;1,575;0
19/10/24;0:15:00;1,7785;0;0;0;1,7785;0
19/10/24;0:30:00;1,7095;0;0;0;1,7095;0
19/10/24;0:45:00;2,1385;0;0;0;2,1385;0
19/10/24;1:00:00;1,8525;0;0;0;1,8525;0
19/10/24;1:15:00;1,826;0;0;0;1,826;0
19/10/24;1:30:00;1,722;0;0;0;1,722;0
19/10/24;1:45:00;1,648;0;0;0;1,648;0
19/10/24;2:00:00;1,699;0;0;0;1,699;0
19/10/24;2:15:00;1,543;0;0;0;1,543;0
19/10/24;2:30:00;1,773;0;0;0;1,773;0
19/10/24;2:45:00;1,526;0;0;0;1,526;0
19/10/24;3:00:00;1,786;0;0;0;1,786;0
19/10/24;3:15:00;1,9335;0;0;0;1,9335;0
19/10/24;3:30:00;2,2165;0;0;0;2,2165;0
19/10/24;3:45:00;1,9755;0;0;0;1,9755;0
19/10/24;4:00:00;2,1175;0;0;0;2,1175;0
19/10/24;4:15:00;1,997;0;0;0;1,997;0
19/10/24;4:30:00;1,994;0;0;0;1,994;0
19/10/24;4:45:00;2,1335;0;0;0;2,1335;0
19/10/24;5:00:00;1,9675;0;0;0;1,9675;0
19/10/24;5:15:00;2,306;0;0;0;2,306;0
19/10/24;5:30:00;2,109;0;0;0;2,109;0
19/10/24;5:45:00;2,374;0;0;0;2,374;0
19/10/24;6:00:00;2,929;0;0;0;2,929;0
19/10/24;6:15:00;2,0035;0;0;0;2,0035;0
19/10/24;6:30:00;1,9755;0;0;0;1,9755;0
19/10/24;6:45:00;2,7195;0;0;0;2,7195;0
19/10/24;7:00:00;2,1615;0;0;0;2,1615;0
19/10/24;7:15:00;2,098;0;0;0;2,098;0
19/10/24;7:30:00;2,508;0;0;0;2,508;0
19/10/24;7:45:00;2,3925;0;0;0;2,3925;0
19/10/24;8:00:00;1,8775;0;0;0;1,8775;0
19/10/24;8:15:00;2,435;0;0,018583333;0,018583333;2,435;0
19/10/24;8:30:00;2,655;0;0,085833333;0,085833333;2,655;0
19/10/24;8:45:00;1,9485;0;0,217416667;0,217416667;1,9485;0
19/10/24;9:00:00;1,7585;0,035;0,58525;0,62025;1,7935;-0,035
19/10/24;9:15:00;2,095;0,0685;0,942833333;1,011333333;2,1635;-0,0685
19/10/24;9:30:00;1,546;0,166;0,919083333;1,085083333;1,7475;-0,2015
19/10/24;9:45:00;1,425;0,647;1,028666667;1,675666667;2,072;-0,647
19/10/24;10:00:00;1,992;0,987;0,982083333;1,969083333;3,312;-1,32
19/10/24;10:15:00;1,594;1,9245;1,076;3,0005;3,518;-1,924
19/10/24;10:30:00;1,324;1,281;1,28775;2,56875;3,231;-1,907
19/10/24;10:45:00;1,908;2,1355;1,48875;3,62425;4,0435;-2,1355
19/10/24;11:00:00;1,868;1,49;1,528666667;3,018666667;4,0755;-2,2075
19/10/24;11:15:00;1,4105;2,33;1,49275;3,82275;3,7405;-2,33
19/10/24;11:30:00;1,6675;2,179;1,96925;4,14825;4,6445;-2,977
19/10/24;11:45:00;2,1325;3,2535;3,066166667;6,319666667;5,386;-3,2535
19/10/24;12:00:00;1,6945;2,07;2,27775;4,34775;4,859;-3,1645
19/10/24;12:15:00;1,519;3,5685;2,981166667;6,549666667;5,0875;-3,5685
19/10/24;12:30:00;2,031;2,977;3,2385;6,2155;6,3585;-4,3275
19/10/24;12:45:00;1,5205;6,7595;2,528916667;9,288416667;0;1,5205
19/10/24;13:00:00;1,2785;3,655;2,758083333;6,413083333;0;1,2785
19/10/24;13:15:00;1,839;6,6665;2,325916667;8,992416667;0;1,839
19/10/24;13:30:00;1,838;4,08;2,444;6,524;0;1,838
19/10/24;13:45:00;1,294;5,969;2,524166667;8,493166667;0;1,294
19/10/24;14:00:00;1,322;3,716;2,696333333;6,412333333;0;1,322
19/10/24;14:15:00;1,741;4,892;2,615083333;7,507083333;0;1,741
19/10/24;14:30:00;1,779;3,268;1,4225;4,6905;0;1,779
19/10/24;14:45:00;1,4205;5,207;1,627916667;6,834916667;0;1,4205
19/10/24;15:00:00;1,4355;3,853;1,202083333;5,055083333;0;1,4355
19/10/24;15:15:00;1,5845;4,8015;1,11075;5,91225;0;1,5845
19/10/24;15:30:00;1,4915;2,176;0,84925;3,02525;4,86;-3,3685
19/10/24;15:45:00;1,2985;3,376;0,456583333;3,832583333;0;1,2985
19/10/24;16:00:00;0,9485;1,313;1,272916667;2,585916667;0;0,9485
19/10/24;16:15:00;1,1085;2,3725;0,87275;3,24525;0;1,1085
19/10/24;16:30:00;0,8945;1,102;0,875583333;1,977583333;2,753;-1,8585
19/10/24;16:45:00;1,1415;1,1765;0,680916667;1,857416667;2,318;-1,1765
19/10/24;17:00:00;0,8875;1,479;0,323333333;1,802333333;0;0,8875
19/10/24;17:15:00;1,101;1,869;0,1705;2,0395;2,97;-1,869
19/10/24;17:30:00;0,951;1,176;0,353666667;1,529666667;2,803;-1,852
19/10/24;17:45:00;1,0845;1,2125;0,287166667;1,499666667;2,297;-1,2125
19/10/24;18:00:00;0,9135;0,326;0,0765;0,4025;1,544;-0,6305
19/10/24;18:15:00;1,189;0,4645;0,085333333;0,549833333;1,6535;-0,4645
19/10/24;18:30:00;0,991;0,553;0;0,553;1,7575;-0,7665
19/10/24;18:45:00;0,999;0,501;0;0,501;1,5;-0,501
19/10/24;19:00:00;1,166;0,088;0;0,088;1,37;-0,204
19/10/24;19:15:00;0,972;0,1275;0;0,1275;1,0995;-0,1275
19/10/24;19:30:00;1,301;0;0;0;1,3105;-0,0095
19/10/24;19:45:00;2,33;0;0;0;2,33;0
19/10/24;20:00:00;1,9;0;0;0;1,9;0
19/10/24;20:15:00;2,1085;0;0;0;2,1085;0
19/10/24;20:30:00;1,9135;0;0;0;1,9135;0
19/10/24;20:45:00;2,1085;0;0;0;2,1085;0
19/10/24;21:00:00;2,1195;0;0;0;2,1195;0
19/10/24;21:15:00;2,06;0;0;0;2,06;0
19/10/24;21:30:00;1,946;0;0;0;1,946;0
19/10/24;21:45:00;2,189;0;0;0;2,189;0
19/10/24;22:00:00;1,949;0;0;0;1,949;0
19/10/24;22:15:00;2,038;0;0;0;2,038;0
19/10/24;22:30:00;2,049;0;0;0;2,049;0
19/10/24;22:45:00;1,9625;0;0;0;1,9625;0
19/10/24;23:00:00;2,1435;0;0;0;2,1435;0
19/10/24;23:15:00;2,0415;0;0;0;2,0415;0
19/10/24;23:30:00;2,4515;0;0;0;2,4515;0
19/10/24;23:45:00;1,544;0;0;0;1,544;0
20/10/24;0:00:00;1,802;0;0;0;1,802;0
20/10/24;0:15:00;1,4905;0;0;0;1,4905;0
20/10/24;0:30:00;1,6605;0;0;0;1,6605;0
20/10/24;0:45:00;1,608;0;0;0;1,608;0
20/10/24;1:00:00;1,523;0;0;0;1,523;0
20/10/24;1:15:00;1,7865;0;0;0;1,7865;0
20/10/24;1:30:00;1,5115;0;0;0;1,5115;0
20/10/24;1:45:00;1,761;0;0;0;1,761;0
20/10/24;2:00:00;1,503;0;0;0;1,503;0
20/10/24;2:15:00;1,7175;0;0;0;1,7175;0
20/10/24;2:30:00;1,5365;0;0;0;1,5365;0
20/10/24;2:45:00;1,755;0;0;0;1,755;0
20/10/24;3:00:00;1,509;0;0;0;1,509;0
